,source,author,title,description,url,urlToImage,publishedAt,content
30,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,PRECIOUS-Gold holds steady near one-week high on virus woes - Reuters,"Gold prices were steady on Tuesday, hovering near an over one-week peak, as support from safe haven demand amid rising Delta variant cases offset pressure from a firmer dollar.",https://www.reuters.com/article/global-precious-idUSL4N2PO09R,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-17T01:33:00Z,"By Reuters Staff
Aug 17 (Reuters) - Gold prices were steady on Tuesday, hovering near an over one-week peak, as support from safe haven demand amid rising Delta variant cases offset pressure from a … [+1860 chars]"
31,"{'id': 'reuters', 'name': 'Reuters'}","Kane Wu,Julie Zhu",Chinese AI startup SenseTime to file for Hong Kong IPO by end-August -sources - Reuters,"Chinese artificial intelligence startup SenseTime is planning to file for an up to $2 billion initial public offering (IPO) in Hong Kong as soon as the end of this month, three people with direct knowledge of the deal told Reuters.",https://www.reuters.com/technology/chinese-ai-startup-sensetime-file-hong-kong-ipo-by-end-august-sources-2021-08-19/,https://www.reuters.com/resizer/n8OVrbzJPZNGnTSIGWNCRrTwVQs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/AQX3XA3TSJK3LL7XWGLDDE7R3A.jpg,2021-08-19T08:25:00Z,"The logo of SenseTime is seen during a government-organised media tour at SenseTime office, in Shanghai, China June 3, 2020. REUTERS/Aly SongHONG KONG, Aug 19 (Reuters) - Chinese artificial intellige… [+3121 chars]"
32,"{'id': 'reuters', 'name': 'Reuters'}","Kane Wu, Julie Zhu",Chinese AI startup SenseTime to file for Hong Kong IPO by end-August -sources - Reuters,"Chinese artificial intelligence startup SenseTime is planning to file for an up to $2 billion initial public offering (IPO) in Hong Kong as soon as the end of this month, three people with direct knowledge of the deal told Reuters.",https://www.reuters.com/article/us-sensetime-ipo-idUSKBN2FK0R4,https://static.reuters.com/resources/r/?m=02&d=20210819&t=2&i=1572339834&r=LYNXMPEH7I0CH&w=800,2021-08-19T08:19:00Z,"HONG KONG (Reuters) - Chinese artificial intelligence startup SenseTime is planning to file for an up to $2 billion initial public offering (IPO) in Hong Kong as soon as the end of this month, three … [+2941 chars]"
33,"{'id': None, 'name': 'Kotaku'}",Mike Fahey,Here's What You'll Actually Do In Pokémon Legends: Arceus,"Pokémon Legends: Arceus is set to break all sorts of new ground. In a first for the Pokémon series, it’s an open-world action role-playing game set in the distant past of the Sinnoh Region. But while we know the January 28 release date, we don’t know much abo…",https://kotaku.com/heres-what-youll-actually-do-in-pokemon-legends-arceus-1847097025,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/6ae7ef0cebb20053df5ff0ca0ddaa325.png",2021-08-18T13:35:00Z,"Pokémon Legends: Arceus is set to break all sorts of new ground. In a first for the Pokémon series, its an open-world action role-playing game set in the distant past of the Sinnoh Region. But while … [+2085 chars]"
34,"{'id': None, 'name': 'CNET'}",Leslie Katz,Afghanistan's all-girls robotics team frantically trying to flee Taliban - CNET,A human rights lawyer trying to help the girls get to Canada to continue their education fears for their safety after the Taliban takes control of the country.,https://www.cnet.com/news/afghanistans-girls-robotics-team-frantically-trying-to-flee-following-taliban-takeover/,https://www.cnet.com/a/img/LlZlczcKYevNzru2nBx2k1fzdkw=/1200x630/2021/08/16/1832ac0a-5458-4e0e-8f88-69f7242863b5/816250406.jpg,2021-08-18T23:11:00Z,"Members of the Afghan all-girls robotics team work with their robot in the practice area between 2017 FIRST Global Challenge competitions in Washington, DC.
Paul J. Richards/AFP via Getty Images
An… [+3609 chars]"
35,"{'id': None, 'name': 'MarketWatch'}",Mark DeCambre,"Metals Stocks: Gold futures inch higher, aim to snap 3-session string of losses, book weekly gain","Gold futures on Friday head slightly higher, with the precious metal attempting to finish in positive territory for the first time in four sessions and book back-to-back weekly advance.",https://www.marketwatch.com/story/gold-futures-inch-higher-aim-to-snap-3-session-string-of-losses-book-weekly-gain-11629461810,https://images.mktw.net/im-388852/social,2021-08-20T12:16:00Z,"Gold futures were headed slightly higher on Friday, with the precious metal attempting to finish in positive territory for the first time in four sessions and book back-to-back weekly advance. Bullio… [+1341 chars]"
36,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",Timothy Rapp,Javelin Thrower Maria Andrejczyk Auctions Medal to Help Infant Get Heart Surgery,"Polish javelin thrower Maria Andrejczyk won a silver medal at this summer's Tokyo Games in her event. Rather than keep it, however, she's using it to help a...",https://bleacherreport.com/articles/10010542-javelin-thrower-maria-andrejczyk-auctions-medal-to-help-infant-get-heart-surgery,https://media.bleacherreport.com/image/upload/v1629240590/rjmskxvkfhrphcaxx0h0.jpg,2021-08-17T23:20:33Z,"AP Photo/Martin Meissner
Polish javelin thrower Maria Andrejczyk won a silver medal at this summer's Tokyo Games in her event. Rather than keep it, however, she's using it to help a child in need. … [+1092 chars]"
37,"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Christine McKee),"New Amazon Apple deals: $749 512GB Mac mini, $1,099 M1 MacBook Pro, $500 off 16"" MacBook Pro","Hidden Amazon Apple deals deliver bonus savings at checkout on the latest M1 hardware. Save $150 on the spacious 512GB Mac mini, $200 off the 13-inch MacBook Pro and a staggering $500 off the Core i9 16-inch MacBook Pro.Latest Apple deals at Amazon
To view t…",https://appleinsider.com/articles/21/08/17/new-amazon-apple-deals-749-512gb-mac-mini-1099-m1-macbook-pro-500-off-16-macbook-pro,https://photos5.appleinsider.com/gallery/43817-85227-amazon-apple-sale-macs-xl.jpg,2021-08-17T16:56:16Z,"Hidden Amazon Apple deals deliver bonus savings at checkout on the latest M1 hardware. Save $150 on the spacious 512GB Mac mini, $200 off the 13-inch MacBook Pro and a staggering $500 off the Core i9… [+1194 chars]"
38,"{'id': None, 'name': 'StockNews.com'}",Patrick Ryan,Scoop Up These 3 Lesser-Known Gold Stocks Now,Gold stocks have underperformed so far this year but the group's fundamentals remain attractive as inflationary pressures continue to build and moneta...,https://stocknews.com/news/jaggf-arngf-torxf-scoop-up-these-3-lesser-known-gold-stocks-now/,https://assets.entrepreneur.com/providers/stocknews/hero-image-stocknews-380841-1629471750.jpeg,2021-08-20T13:38:55Z,"Below, we provide a look at three gold stocks every investor should consider yet might not know about. Those gold stocks are Torex Gold Resources (TORXF), Argonaut Gold (ARNGF), and Jaguar Mining (JA… [+3459 chars]"
39,"{'id': None, 'name': 'Jalopnik'}",Jason Torchinsky,Blip: Feel The Dampness,"Man, 1970s Peugeot really knew how to set a mood. What viewer of this photo didn’t look at that dude in the what seem to be shiny silver pants or that woman, slowly feeling the cold, damp of that mossy rock slowly and steadily saturate the seat of her jeans a…",https://jalopnik.com/blip-feel-the-dampness-1847523952,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/1198501a3879c2407ffb4790f236f5cd.jpg",2021-08-20T12:45:00Z,"Man, 1970s Peugeot really knew how to set a mood. What viewer of this photo didnt look at that dude in the what seem to be shiny silver pants or that woman, slowly feeling the cold, damp of that moss… [+228 chars]"
40,"{'id': None, 'name': 'Gamasutra'}",Staff,Get a job: Deep Silver Volition is hiring a Senior Environment Artist,Volition is looking for a Senior Environment Artist to help us build the world for the next Saints Row title. ...,https://www.gamasutra.com/view/news/387031/Get_a_job_Deep_Silver_Volition_is_hiring_a_Senior_Environment_Artist.php?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+GamasutraFeatureArticles+%28Gamasutra+Feature+Articles%29,http://www.gamasutra.com/db_area/images/news/2021/Aug/387031/volitionthumb.jpg,2021-08-18T18:19:00Z,"The Gamasutra Job Board is the most diverse, active and established board of its kind for the video game industry!
Here is just one of the many, many positions being advertised right now.
Location:… [+2706 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}","Karin Strohecker, Simon Lewis, David Lawder",ANALYSIS-Afghan central bank's $10 billion stash not all within reach of Taliban - Reuters,ANALYSIS-Afghan central bank's $10 billion stash not all within reach of Taliban  Reuters,https://www.reuters.com/article/afghanistan-conflict-cenbank-idUSL8N2PO36K,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-17T20:49:00Z,"* Central bank assets include $1.3 bln gold reserves held in New York
* Foreign currency cash was kept in branches, presidential palace
* UNESCO: Vaults also home to 2,000-year-old Bactrian Treasur… [+5982 chars]"
42,"{'id': 'reuters', 'name': 'Reuters'}","Karin Strohecker,Simon Lewis,David Lawder",Analysis: Afghan central bank's $10 billion stash not all within reach of Taliban - Reuters,"The insurgent Taliban took over Afghanistan with astonishing speed, but it appears unlikely that it will prove equally as fast in gaining control of most of the Afghan central bank’s roughly $10 billion in assets.",https://www.reuters.com/world/asia-pacific/afghan-central-banks-10-billion-stash-not-all-within-reach-taliban-2021-08-17/,https://www.reuters.com/resizer/mxh01pwer06Demk40LOyGfOtNTc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GXFSRMHTQ5JVLPACUKRP5HFZFI.jpg,2021-08-17T20:55:00Z,"A money changer holds a stack of Afghan currency on a street in central Kabul April 2, 2014. REUTERS/Tim Wimborne LONDON/WASHINGTON Aug 17 (Reuters) - The insurgent Taliban took over Afghanistan with… [+5885 chars]"
43,"{'id': None, 'name': 'MarketWatch'}",Mark DeCambre,"Metals Stocks: Gold futures edge up, with Fed minutes on deck","Gold futures inch higher Wednesday as investors await minutes from the Federal Reserve's late-July meeting, looking for clues about the timetable for the central bank's rollback of crisis-era accommodations.",https://www.marketwatch.com/story/gold-futures-edge-up-with-fed-minutes-on-deck-11629291518,https://images.mktw.net/im-215600/social,2021-08-18T12:58:00Z,"Gold futures inched higher on Wednesday as investors awaited minutes from the Federal Reserves late-July meeting, looking for clues about the timetable for the central banks rollback of crisis-era ac… [+2385 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",Rachel Savage,INTERVIEW-'Authentically myself' beats medals for non-binary U.S. Olympic skateboarder - Reuters,"Alana Smith's teenage years were not the stuff of Olympic dreams: drugs, abuse and struggles with mental health.",https://www.reuters.com/article/olympics-lgbt-skateboarding-idUSL8N2PI332,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-18T15:45:00Z,"LONDON, Aug 18 (Thomson Reuters Foundation) - Alana Smiths teenage years were not the stuff of Olympic dreams: drugs, abuse and struggles with mental health.
Yet the 20-year-old skateboarder overcam… [+3754 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",Sophie Penney,Warholm warns shoe technology could hurt credibility - Reuters,"Norwegian hurdler Karsten Warholm is not against innovation in sports but feels the new carbon-technology shoes are hurting athletes' credibility, the men's 400 metres hurdles champion at the Tokyo Olympics told Reuters.",https://www.reuters.com/lifestyle/sports/warholm-warns-shoe-technology-could-hurt-credibility-2021-08-18/,https://www.reuters.com/resizer/emdMSbrHn7YYSbt7nUv8A9NUHJU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YVB4JYWZ7RKQHO6BAC6IECHLWY.jpg,2021-08-18T14:57:00Z,"Tokyo 2020 Olympics - Athletics - Men's 400m Hurdles - Final - Olympic Stadium, Tokyo, Japan - August 3, 2021. Karsten Warholm of Norway reacts after winning gold and setting a new world record REUTE… [+3586 chars]"
46,"{'id': None, 'name': 'XDA Developers'}",João Carrasqueira,What colors does the HP Pavilion Aero 13 come in?,"By now, you’ve probably heard about the HP Pavilion Aero. Touted as the lightest consumer laptop in HP’s lineup, this is an incredibly promising device, and potentially one of HP’s best. It weighs less than 2.2lbs (or less than 1kg), but it still has a solid …",https://www.xda-developers.com/hp-pavilion-aero-colors/,https://www.xda-developers.com/files/2021/06/HP-PAvilion-Aero-3.jpg,2021-08-17T19:30:07Z,"By now, you’ve probably heard about the HP Pavilion Aero. Touted as the lightest consumer laptop in HP’s lineup, this is an incredibly promising device, and potentially one of HP’s best. It weighs le… [+2645 chars]"
47,"{'id': None, 'name': 'Android Central'}",Courtney Lynch,These are the best Samsung Galaxy Watch 4 Classic bands you can buy,"If you're looking for a classy smartwatch that's packed with health and fitness features, you might end up buying the Samsung Galaxy Watch 4. Your next order of business is to find a suitable band. Whether you're a personal trainer or a casual runner, there a…",https://www.androidcentral.com/best-bands-samsung-galaxy-watch-4-classic,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2021/08/samsung-galaxy-watch-4-classic-lifestyle-color-spread.jpg,2021-08-19T18:00:02Z,"Best
bands for Samsung Galaxy Watch 4 Classic
Android Central2021
If you're looking for a classy smartwatch that's packed with health and fitness features, you might end up buying the Samsung Gala… [+4262 chars]"
48,"{'id': None, 'name': 'Slickdeals.net'}",rahb0sse,Apple Watch Series 6 44mm GPS Smartwatch w/ Silver Aluminum Case $355 + Free Shipping,"Amazon.com has Apple Watch Series 6 44mm GPS Smartwatch w/ Silver Aluminum Case (White Sport Band) on sale for $354.98. Shipping is free.

Walmart.com also Apple Watch Series 6 44mm GPS Smartwat ...",https://slickdeals.net/f/15214420-apple-watch-series-6-44mm-gps-smartwatch-w-silver-aluminum-case-355-free-shipping,https://static.slickdealscdn.com/attachment/1/6/7/9/8/1/2/10459009.attach,2021-08-19T17:18:09Z,Amazon.com has Apple Watch Series 6 44mm GPS Smartwatch w/ Silver Aluminum Case (White Sport Band) on sale for $354.98. Shipping is free.Walmart.com also Apple Watch Series 6 44mm GPS Smartwatch w/ S… [+311 chars]
49,"{'id': None, 'name': 'GSMArena.com'}",Sagar,Realme GT 5G Racing Yellow Leather Edition hands-on,"The Realme GT 5G unveiled in March finally made its debut in India today with three color options - Dashing Blue, Dashing Silver, and Racing Yellow. The last one flaunts an exclusive Dual-Tone Leather Design, and we got a chance to spend some time with it, so…",https://www.gsmarena.com/realme_gt_5g_racing_yellow_leather_edition_hands_on_review-news-50563.php,https://fdn.gsmarena.com/imgroot/news/21/08/realme-gt-5g-racing-yellow-leather-edition-hands-on/-476x249w4/gsmarena_000.jpg,2021-08-18T17:22:01Z,"The Realme GT 5Gunveiled in March finally made its debut in India today with three color options - Dashing Blue, Dashing Silver, and Racing Yellow. The last one flaunts an exclusive Dual-Tone Leather… [+2337 chars]"
50,"{'id': None, 'name': 'Android Central'}",Daniel Bader,Samsung Galaxy Watch 4 & Watch 4 Classic review: Just in time,"Samsung nails the fundamentals with its new Google-powered smartwatches.

If you're hoping for a ""this changes everything"" moment, a deep exhale after years of pent-up frustration, this isn't it. It's not the electric shock that's going to revive the dying pa…",https://www.androidcentral.com/samsung-galaxy-watch-4-review,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2021/08/samsung-galaxy-watch-4-review-12.jpg,2021-08-20T16:03:00Z,"Source: Daniel Bader / Android Central
If you're hoping for a ""this changes everything"" moment, a deep exhale after years of pent-up frustration, this isn't it. It's not the electric shock that's go… [+27110 chars]"
51,"{'id': None, 'name': 'The Indian Express'}",Express News Service,"Gujarat: Industrialists, businessmen to weigh Mandaviya in silver at Khodaldham","Mandaviya, will be the third eminent person and second leader of the Bharatiya Janata Party (BJP) to be weighed in silver at Khodaldham. SKT president Naresh Patel and BJP’s Gujarat unit president CR Paatil have been weighed in silver at the temple in the pas…",https://indianexpress.com/article/cities/rajkot/gujarat-industrialists-businessmen-to-weigh-mandaviya-in-silver-at-khodaldham-7460549/,https://images.indianexpress.com/2021/08/mansukh-759-1-1.jpg,2021-08-18T22:12:58Z,Industrialists and businessmen from the Patidar community will weigh Union Health Minister Mansukh Mandaviya in silver during his scheduled visit to Khodaldham near Gondal in Rajkot district on Thurs… [+1647 chars]
52,"{'id': None, 'name': 'Linuxtoday.com'}",Web Webster,Silver Searcher – A Code Searching Tool Similar to Ack,"The Silver Searcher is a reputable command line code-searching tool that is attributed to be cross-platform, open-source, and free. It shares most of its functional attributes with grep’s plain-text search features. The primary difference between these two to…",https://www.linuxtoday.com/developer/silver-searcher-a-code-searching-tool-similar-to-ack/,https://www.linuxtoday.com/wp-content/uploads/2021/07/Linux_opengraph_square2-01.png,2021-08-17T18:45:29Z,"The Silver Searcher is a reputable command line code-searching tool that is attributed to be cross-platform, open-source, and free. It shares most of its functional attributes with greps plain-text s… [+123 chars]"
53,"{'id': None, 'name': 'Android Community'}",Ida Torres,"Samsung reveals pre-order details for Galaxy Buds 2, Galaxy Watch 4","Now that we’ve officially found out all we need to know about Samsung’s new devices, the next phase would be pre-ordering and waiting for when it will be officially available. Since Samsung is a Korean brand, it’s that they first become available in their hom…",https://androidcommunity.com/samsung-reveals-pre-order-details-for-galaxy-buds-2-galaxy-watch-4-20210817/,https://cdn.androidcommunity.com/wp-content/uploads/2021/08/Samsung-Galaxy-Watch-4-Series-A.jpeg,2021-08-17T12:16:36Z,"Now that we’ve officially found out all we need to know about Samsung’s new devices, the next phase would be pre-ordering and waiting for when it will be officially available. Since Samsung is a Kore… [+2029 chars]"
54,"{'id': None, 'name': 'Destructoid'}",Jordan Devore,"Saints Row dropped off a ‘rebooting’ teaser right before gamescom, and it’s ‘not a remaster or remake’","The writing’s on the wall — literally! Right before gamescom 2021, Deep Silver and Volition have begun teasing something new...
The post Saints Row dropped off a ‘rebooting’ teaser right before gamescom, and it’s ‘not a remaster or remake’ appeared first on D…",https://www.destructoid.com/saints-row-rebooting-gamescom-teaser/,https://www.destructoid.com/wp-content/uploads/2021/08/Saints-Row-rebooting-teaser-image-scaled.jpg,2021-08-20T18:30:13Z,"Right before gamescom 2021, Deep Silver and Volition have begun teasing something new for the Saints Row series, which has been quietly percolating since 2015’s Saints Row: Gat Out of Hell. Is it get… [+1185 chars]"
55,"{'id': None, 'name': 'Touch Arcade'}",Jared Nelson,‘Warhammer Quest: Silver Tower’ Gets Two New Champions and More in New “Fyre and Sorcery” Update,Perchang's Warhammer Quest: Silver Tower continues its pace of near-monthly content updates with a brand new expansion this week that they're dubbing the Fyre and Sorcery update. The first half of this update features two brand new Champions to play with. The…,https://toucharcade.com/2021/08/19/warhammer-quest-silver-tower-fyre-and-sorcery-update-iphone-ipad-android/,https://toucharcade.com/wp-content/uploads/2021/08/fyresorceryfeat.jpg,2021-08-19T22:57:40Z,Perchang’s Warhammer Quest: Silver Tower continues its pace of near-monthly content updates with a brand new expansion this week that they’re dubbing the Fyre and Sorcery update. The first half of th… [+1002 chars]
56,"{'id': None, 'name': 'The Guardian'}",Guardian sport,The Knowledge | Which international player has the best strike rate against a single team?,"Plus: Milinko Pantic’s supreme feat in a humiliating defeat, the ‘91 club’ and successive seasons of improvementMail us your questions or tweet @TheKnowledge_GU“Former Dutch international John Bosman scored nine of his 17 (52.9%) international goals against o…",https://amp.theguardian.com/football/2021/aug/18/the-knowledge-best-international-strike-rate-against-one-team,https://i.guim.co.uk/img/media/5d3c9f7b02d470473523fd120a1061864ac33743/0_160_5000_3001/master/5000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=b4d953dad5c57b9229ded54ac0bcf473,2021-08-18T07:00:47Z,"Former Dutch international John Bosman scored nine of his 17 (52.9%) international goals against one side, Cyprus. Has anyone with such a decent international return ever had a better strike-rate aga… [+6532 chars]"
57,"{'id': None, 'name': 'The Guardian'}",Joanna Partridge,‘A perfect storm’: UK beet growers fear Brexit threatens their future,"They produce half the country’s sugar needs, but expect new trade deals to make their tough situation worseIn a field in Norfolk, the sight of lush green leaves sprouting from the soil are giving farmer Ed Lankfer cause for optimism. “I think this is one of t…",https://amp.theguardian.com/politics/2021/aug/18/uk-beet-growers-fear-brexit-threatens-their-future,https://i.guim.co.uk/img/media/fee49ef7127cb6d8e7c79e74b530b52fc51c1dca/0_169_5000_3000/master/5000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=ae1ee1a5d432a458e3c8b83c28a516aa,2021-08-18T16:16:56Z,"In a field in Norfolk, the sight of lush green leaves sprouting from the soil are giving farmer Ed Lankfer cause for optimism. I think this is one of the best crops we have ever grown, he says, surve… [+7340 chars]"
58,"{'id': None, 'name': 'Boing Boing'}",David Pescovitz,Instructions for the Zero Gravity Toilet in 2001,"In 2001: A Space Odyssey, natural calls for Heywood Floyd. Fortunately, there are very detailed instructions posted on how to use the Zero Gravity Toilet. (This is Kurbick, after all.) Also fortunately, the toilet is apparently the ""standard zero-gravity type…",https://boingboing.net/2021/08/17/instructions-for-the-zero-gravity-toilet-in-2001.html,https://i2.wp.com/boingboing.net/wp-content/uploads/2021/08/screenshot-71.jpg?fit=1046%2C780&ssl=1,2021-08-17T17:22:42Z,"In 2001: A Space Odyssey, natural calls for Heywood Floyd. Fortunately, there are very detailed instructions posted on how to use the Zero Gravity Toilet. (This is Kurbick, after all.) Also fortunate… [+5041 chars]"
59,"{'id': None, 'name': 'Yahoo Entertainment'}",Nate Day,Lucy Hale soaks up some sun in teeny-tiny bikini during Hawaiian vacation,"""Trouble"" star Lucy Hale was seen wearing a skimpy green bikini in Maui while spending time with a mystery man.",https://news.yahoo.com/lucy-hale-soaks-sun-teeny-020254848.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2021-08-18T02:02:54Z,"Lucy Hale is enjoying her time in the sun.
The 32-year-old actress was recently spotted during a beach day in Maui, Hawaii while chatting with a mystery man.
For the outing, Hale wore a small, patt… [+1355 chars]"
60,"{'id': None, 'name': 'BGR'}",Chris Hachey,"5 Best Women’s Watches 2021: Michael Kors, Anne Klein, more","A bare wrist can, at times, make you feel naked. This goes double for women, who always seem to have some form of jewelry wrapped around their wrist. However, there’s arguably no better cure for a barren radiocarpal joint (yeah, we’re getting scientific over …",https://bgr.com/guides/best-womens-watches/,https://bgr.com/wp-content/uploads/2019/07/81dmlchoqol._ux522_.jpg?quality=70&strip=all,2021-08-20T17:20:06Z,"A bare wrist can, at times, make you feel naked. This goes double for women, who always seem to have some form of jewelry wrapped around their wrist. However, there’s arguably no better cure for a ba… [+5640 chars]"
61,"{'id': None, 'name': 'The Indian Express'}",Trends Desk,"Olympian auctions off her silver medal to raise funds for infant’s heart surgery, earns plaudits online",Polish javelin thrower Maria Andrejczyk auctioned off her silver medal won at the 2020 Tokyo Olympics in order to pay for an eight-month-old boy's heart surgery.,https://indianexpress.com/article/trending/trending-globally/maria-andrejczyk-auction-silver-medal-raise-funds-for-baby-heart-surgery-7459613/,https://images.indianexpress.com/2021/08/olympian-medal-auction-to-help-infant-surgery.jpg,2021-08-18T12:36:30Z,"Winning a medal at the Olympics is probably a life-long dream of every athlete, a culmination of their hard-work, grit and determination. However, one Olympics medallist is winning hearts online for … [+3693 chars]"
62,"{'id': None, 'name': 'Jalopnik'}",Adam Ismail,Some Jerks In Camaros Stopped Traffic To Do Burnouts On The NJ Turnpike,"Whenever I take the New Jersey Turnpike anywhere — which I generally try to avoid doing as much as possible — it kind of happens in a fugue state. I’m not conscious as I’m driving it, I repress it once it’s over, but I’m still left with that overriding feelin…",https://jalopnik.com/some-assholes-in-camaros-stopped-traffic-to-do-burnouts-1847500633,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/13dd6c78a4376915d3cabcd19164226d.gif",2021-08-17T16:35:00Z,"Whenever I take the New Jersey Turnpike anywhere which I generally try to avoid doing as much as possible it kind of happens in a fugue state. Im not conscious as Im driving it, I repress it once its… [+2147 chars]"
63,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Stavros Atlamazoglou),"With new medals 30 years after 'Black Hawk Down,' members of Army's secretive Delta Force say they're the 'same deadly fighting machine'","""I guess it's something that the task force's fighting spirit is universally recognized after so many years,"" a former Delta Force member told Insider.",https://www.businessinsider.com/former-delta-force-members-remember-somalia-black-hawk-down-mission-2021-8,https://i.insider.com/611c2e77c040ad0018cecf6b?width=1200&format=jpeg,2021-08-17T22:11:08Z,"Almost 30 years ago, members of the special-operations unit Task Force Ranger fought for their lives in one of the toughest battles since the Vietnam War.
The battle in Mogadishu, Somalia popularize… [+6415 chars]"
64,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST",CASETiFY Readies the Release of Its ‘Space Jam: A New Legacy’ Capsule,CASETiFY has built on its recent release with KFC by unveiling its latest upcoming collaboration that celebrates the release of Malcolm D. Lee’s Space Jam: A New Legacy.The Hong Kong-based label -- who last year dropped a Looney Tunes-inspired capsule -- has …,https://hypebeast.com/2021/8/casetify-space-jam-collaboration-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fcasetify-space-jam-collaboration-release-info-TW.jpg?w=960&cbr=1&q=90&fit=max,2021-08-18T20:36:13Z,"CASETiFY has built on its recent release with KFC by unveiling its latest upcoming collaboration that celebrates the release of Malcolm D. Lees Space Jam: A New Legacy.
The Hong Kong-based label — w… [+776 chars]"
65,"{'id': None, 'name': 'Forbes'}","Hugh McIntyre, Contributor, 
 Hugh McIntyre, Contributor
 https://www.forbes.com/sites/hughmcintyre/",BTS Score Their First Platinum Single In The U.K. With ‘Dynamite’,"In exactly one year, “Dynamite” has gone silver, then gold, and now platinum in the U.K.",https://www.forbes.com/sites/hughmcintyre/2021/08/20/bts-score-their-first-platinum-single-in-the-uk-with-dynamite/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f4d352d3a60d4a7438b5a83%2F0x0.jpg,2021-08-20T18:29:50Z,"South Korean boy band BTS arrives for the KIIS FM's iHeartRadio Jingle Ball at the Forum Los Angeles ... [+] in Inglewood, California on December 6, 2019. (Photo by Jean-Baptiste LACROIX / AFP) (Phot… [+2164 chars]"
66,"{'id': None, 'name': 'The Indian Express'}",PTI,"After Olympics, Mirabai Chanu eyes Asian Games medal","Mirabai Chanu had ended India's over two-decade long wait for a weightlifting medal at the Olympics, clinching the 49kg category silver medal at the Tokyo Games.",https://indianexpress.com/article/sports/sport-others/after-olympics-mirabai-chanu-eyes-asian-games-medal-7458324/,https://images.indianexpress.com/2021/07/mirabhai-1.jpg,2021-08-17T12:39:22Z,Olympic silver medallist Saikhom Mirabai Chanu on Tuesday said her next target is to win a medal at the 2022 Asian Games and she also aims to change the colour of her medal to gold at the Paris Olymp… [+2371 chars]
67,"{'id': None, 'name': 'Entrepreneur'}",Dr. Dan Harrison,Why Everything You Know About Employee Engagement Is Wrong,"If your employees are less than engaged at work, you might just be making these common mistakes.",https://www.entrepreneur.com/article/379258,https://assets.entrepreneur.com/content/3x2/2000/1628883969-shutterstock-511304944.jpg,2021-08-18T17:00:00Z,"August
18, 2021
6 min read
Opinions expressed by Entrepreneur contributors are their own.
One of the biggest lessons you probably learned in 2020 was that employee engagement matters. According t… [+7124 chars]"
68,"{'id': None, 'name': 'Adafruit.com'}",Pedro,Articulated Bender #3DPrinting #3DThursday,"jhb shares: 57cm tall Bender with articulated arms and legs with storage space inside the body. Assembly is very simple and intuitive. Some parts are glued, some are assembled together by clips. My reccomendation for better stability of the assembled Bender i…",https://blog.adafruit.com/2021/08/19/articulated-bender-3dprinting-3dthursday/,https://cdn-blog.adafruit.com/uploads/2021/08/Articulated-Bender.jpg,2021-08-19T09:00:20Z,"August 19, 2021 AT 5:00 am
Articulated Bender #3DPrinting #3DThursday
jhb shares: 
57cm tall Bender with articulated arms and legs with storage space inside the body.
Assembly is very simple and … [+4383 chars]"
